x,y,r
3116.487060546875,2990.435791015625,13.740215301513672
1369.8612060546875,2981.6318359375,13.50229549407959
2310.49951171875,2978.868408203125,12.600192070007324
3461.29833984375,2981.911865234375,14.990094184875488
1311.0223388671875,2980.568115234375,18.893938064575195
2069.447998046875,2969.8828125,13.729681015014648
1888.620361328125,2980.754150390625,18.865755081176758
2787.669189453125,2976.663330078125,19.242279052734375
876.7359008789062,2974.8642578125,14.59447193145752
1602.570068359375,2979.567138671875,24.67824363708496
1750.8067626953125,2973.01611328125,20.031692504882812
3592.705810546875,2963.695068359375,8.946581840515137
3934.2734375,2970.36181640625,17.839570999145508
2840.455810546875,2966.802978515625,18.240528106689453
3222.8525390625,2964.88525390625,19.007041931152344
1703.6529541015625,2958.83837890625,13.829398155212402
812.3006591796875,2969.4990234375,24.214887619018555
3157.1142578125,2963.801513671875,21.317127227783203
1827.5914306640625,2964.125,23.365060806274414
1435.8656005859375,2966.41357421875,23.285730361938477
1560.161865234375,2955.9111328125,11.884238243103027
2265.562744140625,2961.232421875,18.066673278808594
3686.425048828125,2961.0126953125,19.78196144104004
1040.61181640625,2958.889404296875,19.739635467529297
607.5863647460938,2961.40234375,21.306123733520508
2090.648193359375,2947.730224609375,8.860413551330566
976.226806640625,2958.17333984375,20.336429595947266
2203.935546875,2959.18017578125,23.671932220458984
2412.585693359375,2952.769287109375,21.9039249420166
761.40283203125,2949.459228515625,17.09800910949707
3395.50244140625,2950.498779296875,23.738027572631836
1972.4381103515625,2946.642333984375,25.400005340576172
2966.744140625,2952.637939453125,23.39983367919922
2638.578369140625,2949.553955078125,24.29578971862793
2719.2109375,2944.617919921875,23.023006439208984
1515.881591796875,2941.953125,22.72960662841797
2140.888671875,2939.545166015625,17.42927360534668
1229.3623046875,2940.88916015625,24.043493270874023
1136.9058837890625,2942.532958984375,27.349899291992188
1381.1494140625,2934.7265625,18.640066146850586
3306.248046875,2935.381591796875,16.928573608398438
2341.076416015625,2936.064208984375,21.5389461517334
3841.1181640625,2932.814453125,17.384775161743164
2559.874267578125,2935.318359375,20.868385314941406
2045.978759765625,2930.472412109375,19.07572364807129
3528.036376953125,2923.028076171875,9.91589069366455
3570.24462890625,2925.47509765625,19.910860061645508
2007.038330078125,2916.3125,10.368148803710938
3628.343017578125,2924.67578125,18.413877487182617
3037.482666015625,2919.527099609375,15.57348918914795
3901.745361328125,2922.943359375,23.442949295043945
3475.983642578125,2919.9150390625,18.808984756469727
673.2996215820312,2918.661865234375,17.269685745239258
3766.357177734375,2921.52587890625,21.7618465423584
3201.7685546875,2917.12158203125,17.64670753479004
2476.1201171875,2923.25732421875,25.844017028808594
1081.2086181640625,2915.550537109375,16.371957778930664
1321.3173828125,2916.69921875,22.038837432861328
912.1526489257812,2921.65087890625,27.934587478637695
1734.2086181640625,2912.77685546875,18.358592987060547
3094.99853515625,2914.678466796875,21.330059051513672
2091.387939453125,2907.241943359375,17.102792739868164
1572.4459228515625,2909.014404296875,26.287975311279297
1457.7392578125,2903.036865234375,16.936279296875
2891.60693359375,2909.716796875,25.94615936279297
724.701416015625,2903.276123046875,18.528533935546875
3859.1943359375,2896.7216796875,12.879507064819336
623.85009765625,2899.010498046875,16.34971046447754
546.8179931640625,2905.5576171875,22.547353744506836
3262.166259765625,2899.6416015625,20.358041763305664
1901.4930419921875,2898.74462890625,17.802696228027344
2186.539794921875,2893.072998046875,16.550691604614258
2405.2138671875,2889.281005859375,13.508705139160156
1268.1058349609375,2889.36083984375,16.95907211303711
3821.938720703125,2888.060302734375,14.48952865600586
3152.984375,2887.5244140625,19.365421295166016
3669.740234375,2887.29345703125,21.897249221801758
3434.940185546875,2884.1591796875,17.14487648010254
2723.57861328125,2884.38916015625,18.005598068237305
2026.6575927734375,2881.541748046875,17.842681884765625
1832.8729248046875,2889.3525390625,29.614158630371094
1657.6951904296875,2885.94775390625,27.210594177246094
3534.597412109375,2877.68017578125,15.039390563964844
2989.39697265625,2877.181640625,15.807193756103516
1712.8148193359375,2870.730224609375,9.7056245803833
2815.72314453125,2883.910400390625,24.8575439453125
1502.683349609375,2877.213623046875,18.963682174682617
2651.805908203125,2878.820068359375,20.666168212890625
3349.3740234375,2879.4736328125,25.820146560668945
2584.5927734375,2875.147705078125,20.102277755737305
663.660888671875,2871.53271484375,16.620746612548828
2344.63916015625,2871.544677734375,25.447235107421875
3053.997802734375,2866.879150390625,16.574626922607422
2525.453125,2866.278564453125,16.580766677856445
813.5009155273438,2873.138427734375,28.68083953857422
4025.45361328125,2867.19580078125,18.170146942138672
2466.146484375,2859.646728515625,12.831022262573242
1023.1054077148438,2871.290283203125,24.624614715576172
1963.2476806640625,2867.65869140625,24.51457405090332
2133.044677734375,2864.264892578125,22.293149948120117
1217.42333984375,2862.89404296875,20.405929565429688
2238.734375,2868.4853515625,26.587678909301758
2079.039794921875,2855.634765625,14.977836608886719
3479.640625,2855.502685546875,16.757017135620117
905.3128662109375,2854.400146484375,15.034255981445312
3976.664794921875,2858.428955078125,18.819650650024414
3870.56787109375,2858.198486328125,20.720314025878906
1396.5985107421875,2860.64111328125,27.81749153137207
710.4102172851562,2850.136962890625,14.171246528625488
614.293212890625,2852.301025390625,17.346128463745117
3923.946533203125,2845.366943359375,13.785538673400879
3197.15625,2845.5869140625,15.207566261291504
3121.273193359375,2841.443603515625,17.577198028564453
2946.3134765625,2843.851318359375,19.356595993041992
3726.515869140625,2843.80615234375,21.925064086914062
959.4562377929688,2840.80712890625,20.998458862304688
2808.54150390625,2830.75390625,12.25460433959961
2408.870849609375,2834.8857421875,23.258275985717773
1310.297607421875,2838.011962890625,22.199691772460938
3513.42236328125,2827.016845703125,12.38210678100586
3010.5322265625,2830.642822265625,16.999128341674805
3581.76953125,2833.71875,21.651334762573242
3407.094482421875,2830.7880859375,23.310184478759766
1134.61767578125,2838.3642578125,30.25588607788086
1555.0081787109375,2827.94873046875,20.67234992980957
2896.37109375,2821.600341796875,14.540019989013672
866.4117431640625,2823.4111328125,15.774323463439941
2596.658447265625,2824.814208984375,18.288454055786133
2296.06591796875,2827.427490234375,21.915502548217773
3286.55859375,2826.342529296875,23.28738021850586
2473.866455078125,2815.468994140625,14.452857971191406
2756.654052734375,2821.25927734375,22.157350540161133
2696.21533203125,2819.21728515625,21.20791244506836
667.9603271484375,2817.274169921875,21.294124603271484
3657.32275390625,2818.735595703125,22.923221588134766
2041.5050048828125,2815.431884765625,21.152467727661133
1041.14990234375,2810.08056640625,14.770049095153809
3968.69921875,2806.5869140625,17.208145141601562
1243.5869140625,2809.1357421875,19.387969970703125
2189.6806640625,2809.39306640625,19.96385383605957
3805.964111328125,2813.56005859375,27.71272087097168
1905.7020263671875,2809.705810546875,22.85721778869629
755.9833984375,2807.875244140625,24.122888565063477
3874.860595703125,2802.358154296875,15.990220069885254
1624.5286865234375,2812.27099609375,27.629716873168945
2352.495361328125,2801.5595703125,17.287094116210938
3225.507080078125,2799.760498046875,20.311752319335938
1740.8497314453125,2806.41748046875,30.137296676635742
454.1173095703125,2800.5927734375,23.965242385864258
1978.8868408203125,2795.80908203125,16.61994743347168
1829.6170654296875,2799.551025390625,23.543764114379883
3532.90966796875,2790.71435546875,12.866472244262695
565.5817260742188,2801.027099609375,30.06007957458496
2118.140625,2791.2470703125,25.905319213867188
3957.9775390625,2775.851806640625,7.36581563949585
910.1154174804688,2791.336669921875,27.473960876464844
3168.555419921875,2781.9423828125,16.35971450805664
2249.746337890625,2781.932373046875,16.956172943115234
1553.871337890625,2776.841796875,13.153141021728516
818.5767822265625,2782.63916015625,21.032215118408203
4028.8115234375,2785.11279296875,22.522607803344727
992.998779296875,2797.0966796875,33.56709671020508
3637.908447265625,2771.084228515625,12.988787651062012
1477.9378662109375,2787.824951171875,33.06512451171875
422.2542724609375,2769.723388671875,12.206806182861328
2939.348876953125,2775.190673828125,22.261999130249023
2546.965087890625,2781.2080078125,29.25152587890625
1291.4766845703125,2774.95263671875,19.606855392456055
3919.334716796875,2775.5927734375,21.37277603149414
2720.406005859375,2768.9443359375,13.100872039794922
3336.947021484375,2772.63330078125,20.069406509399414
3273.235595703125,2766.388427734375,13.255293846130371
2317.0546875,2765.425537109375,14.737326622009277
3484.249755859375,2773.3466796875,24.407459259033203
2848.702880859375,2772.961669921875,23.006074905395508
1240.9256591796875,2765.522705078125,16.602550506591797
2643.37060546875,2768.071533203125,23.264394760131836
2449.23779296875,2765.11083984375,22.058204650878906
2780.75244140625,2762.16796875,20.80906867980957
3802.782958984375,2754.01513671875,12.267071723937988
3576.9345703125,2761.0537109375,20.430742263793945
3095.89697265625,2768.99462890625,32.66157150268555
640.609130859375,2757.15087890625,19.344451904296875
1377.696533203125,2762.8291015625,27.541637420654297
3414.02587890625,2755.8876953125,24.670757293701172
3698.097412109375,2752.862548828125,21.10897445678711
3979.968505859375,2748.10400390625,18.579805374145508
380.62249755859375,2749.97412109375,20.19892692565918
956.5025024414062,2747.5341796875,20.17464256286621
1926.796142578125,2749.8681640625,23.60366439819336
3210.02880859375,2743.355712890625,19.324861526489258
1183.0538330078125,2751.40234375,25.38170051574707
1676.6761474609375,2746.346923828125,23.414743423461914
3619.06005859375,2733.36474609375,15.26848030090332
599.91015625,2731.477294921875,14.246516227722168
2371.5625,2739.7177734375,23.538196563720703
1116.3656005859375,2731.2119140625,18.08816146850586
721.72705078125,2738.406982421875,28.860639572143555
437.5915832519531,2731.6318359375,21.311906814575195
1764.1365966796875,2731.825927734375,22.50756072998047
4089.156982421875,2732.816650390625,23.752866744995117
2687.927001953125,2726.741455078125,17.359403610229492
3866.12109375,2729.749267578125,20.5162410736084
1830.70361328125,2725.904541015625,20.10321807861328
1622.5986328125,2719.618408203125,12.921493530273438
1254.2684326171875,2722.531982421875,21.637619018554688
